Folder,Label,Filename,Hue_Mean,Hue_Std,Saturation_Mean,Aspect_Ratio,H_hist_bin_0,H_hist_bin_1,H_hist_bin_2,H_hist_bin_3,H_hist_bin_4,H_hist_bin_5,H_hist_bin_6,H_hist_bin_7,S_hist_bin_0,S_hist_bin_1,S_hist_bin_2,S_hist_bin_3,S_hist_bin_4,S_hist_bin_5,S_hist_bin_6,S_hist_bin_7,V_hist_bin_0,V_hist_bin_1,V_hist_bin_2,V_hist_bin_3,V_hist_bin_4,V_hist_bin_5,V_hist_bin_6,V_hist_bin_7,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,area,perimeter,eccentricity,solidity,extent,major_axis_length,minor_axis_length,edge_density
Chaunsa (Summer Bahisht),2,IMG_20210704_191219.png,38.227877733111086,32.56183978228518,63.35111898225316,1.5075987841945289,0.0004203381831757,0.930404543876648,0.3489787578582763,0.1120761707425117,0.0,0.0,0.0,0.0,0.0004775168490596,0.0534500554203987,0.4711499810218811,0.864018976688385,0.1674174070358276,0.0245602838695049,0.000143255063449,0.0,0.0062583507969975,0.0048693800345063,0.3946273326873779,0.8898832201957703,0.2225705832242965,0.0500508435070514,0.0164281707257032,0.0012931796954944,58.85687267814927,0.6483876224447762,0.3891857287828331,0.9880140835099244,43.0,6.207106781186548,0.7278821368698157,0.0004449595397255,0.0003518764013682,563.0863852266073,386.1096091655968,0.0593944877048941
Fajri,5,IMG_20210705_105250.png,21.16301762413918,23.42045052068861,58.00729997281624,1.3932584269662922,0.0116904210299253,0.9988763928413392,0.0068010673858225,0.0454176925122737,0.0005561349680647,0.0001158614613814,0.0,0.0,0.1583378911018371,0.101505771279335,0.394721508026123,0.6817769408226013,0.5619524121284485,0.1517838984727859,0.0718159675598144,0.0037980712950229,0.0078222276642918,0.0038120984099805,0.0131030566990375,0.6091931462287903,0.7882297039031982,0.0853183940052986,0.0071456218138337,9.901553858071566e-05,58.94397911701281,0.6966221374821144,0.4780005517004249,0.9925128186958976,66.0,25.0,0.5382785265240736,0.0007374301675977,0.0006009615384615,475.6891836206359,400.8951494844762,0.0516998143680811
Dosehri,4,IMG_20210629_184922.png,21.492668010752688,24.689129012648948,81.13791666666667,1.653333333333333,0.2014211565256118,0.9792282581329346,0.001200743834488,0.0025895559228956,0.0071465955115854,0.0219605918973684,0.0,0.0,0.1842109709978103,0.0498530119657516,0.1771007925271988,0.238613411784172,0.5824084877967834,0.6407338380813599,0.3485352098941803,0.0637464746832847,0.0074015017598867,0.0047502177767455,0.3707379102706909,0.9026886224746704,0.2160980850458145,0.0243586748838424,0.0183748733252286,5.523509025806561e-05,71.99112457912456,0.6502697378442092,0.4340285186509336,0.9871304402350282,64.0,21.0,0.7229528640893034,0.000772443092669,0.0005818393396123,552.4434878378069,381.68174499751615,0.0865390759850634
Sindhri,7,IMG_20210702_184341 - Copy.png,22.63293010752688,20.044838558412007,74.92053891449052,1.5746031746031746,0.0372558906674385,0.9992159605026244,0.0083915740251541,0.0104163503274321,0.0004611991171259,0.0004499503411352,0.0,0.0,0.1362899243831634,0.0575716942548751,0.169305071234703,0.6833981871604919,0.5977270603179932,0.3418208658695221,0.0910518541932106,0.0019264374859631,0.0087677845731377,0.0124451816082,0.3013835251331329,0.638834536075592,0.707219660282135,0.0246910955756902,0.0075721773318946,0.0,59.38675645342311,0.6475960953626518,0.396782944853223,0.9908186592608896,41.0,0.0,0.889346649889993,0.0004425351869441,0.0003557483731019,716.9976194413047,327.83538027346515,0.0554552409014313
Chaunsa (Summer Bahisht),2,IMG_20210704_192007.png,29.533386855321616,29.78864072986348,63.52700043461464,1.4850299401197604,0.0025264141149818,0.9920122623443604,0.0849638283252716,0.093200996518135,3.947522054659203e-05,1.3158406545699108e-05,0.0,0.0,0.0036759267095476,0.2376240789890289,0.3203675448894501,0.6533081531524658,0.5972327589988708,0.2365236431360244,0.0380001850426197,2.341354593227152e-05,0.0079283248633146,0.0084988493472337,0.4802046418190002,0.7559254169464111,0.4421958923339844,0.0467043220996856,0.0112334322184324,0.0007082374067977,60.3895844674288,0.6733277297752176,0.4596174146456901,0.988520538476548,39.0,2.0,0.6210519792520428,0.0004562791024171,0.0003707717757115,520.3700431618261,407.8501054493735,0.0612020148025545
Anwar Ratool,0,IMG_20210630_103744.png,24.48198867370733,28.18361599953016,46.64734534388533,0.8157181571815718,0.2837295234203338,0.9571473002433776,0.0004998961230739,0.0433948300778865,0.037223033607006,0.0098825618624687,0.0,0.0,0.2173073589801788,0.3049865067005157,0.8857842683792114,0.2604060769081116,0.084025852382183,0.0165803525596857,0.0006386884488165,0.0,0.0083721652626991,0.004432322923094,0.0079439217224717,0.273326575756073,0.9338069558143616,0.2291532456874847,0.0251379087567329,0.0010920215863734,165.6630352303523,0.537445550950559,0.3713880399256627,0.9823580973180878,43.0,10.0,0.6729261517163515,0.0006273800318067,0.0004903917431715,479.15836573493306,354.43807609179606,0.1611717111803444
Anwar Ratool,0,IMG_20210630_103228.png,29.04704933336959,31.311965386404825,63.3623279042155,0.8102981029810298,0.2161081433296203,0.9744527339935304,0.0,0.0231017805635929,0.0524295717477798,0.0213650502264499,0.0,0.0,0.2282847315073013,0.1262942254543304,0.5069500207901001,0.804339587688446,0.1653740406036377,0.024989329278469,0.0015130719402804,0.0,0.0069077173247933,0.0045989383943378,0.0034631683956831,0.2161314934492111,0.9344968795776368,0.2823040783405304,0.0150443008169531,0.0001303342869505,140.75202342627455,0.5333796011495524,0.2837450805580934,0.983301254261465,42.0,11.0,0.8219583731405353,0.0005478451424397,0.0004326551635333,556.279448662928,316.8276074119775,0.0495004454388092
Dosehri,4,IMG_20210629_184355.png,22.398291224904128,25.10964150378219,71.97427673133318,1.7342657342657342,0.1023649796843528,0.9944579601287842,0.001962709473446,0.0028196673374623,0.0040083504281938,0.0233866516500711,0.0,0.0,0.2064518183469772,0.0483122430741786,0.2125042378902435,0.4885588884353637,0.705053448677063,0.3998614847660064,0.1189327463507652,0.0078199421986937,0.0071255257353186,0.0082872966304421,0.3193320035934448,0.8974289894104004,0.3023895025253296,0.0252878721803426,0.0212023127824068,0.0005421595997177,76.51471356925902,0.6146790274190336,0.421904988128478,0.9874742719166736,48.0,5.0,0.8141644626477135,0.0005893186003683,0.0004416189012889,572.6609410078297,332.5066030749936,0.1270465921619984
Chaunsa (Black),1,IMG_20210705_093711.png,30.78648863035431,28.662454011077998,53.2442876344086,1.355191256830601,0.0017397709889337,0.9947059750556946,0.0883176922798156,0.0525065064430236,0.0001837025338318,0.0002593447570689,0.0,0.0,0.0677521824836731,0.2271504253149032,0.7296442985534668,0.6078490018844604,0.2039790004491806,0.0185371376574039,0.0002995545219164,0.0,0.0065075969323515,0.0620964094996452,0.7085868716239929,0.7009378671646118,0.0379486307501792,0.0336794070899486,0.0108657600358128,8.894209895515814e-05,64.6709720152343,0.6567877625134101,0.4179605713696726,0.9847727786573912,47.0,9.242640687119286,0.7793195661302118,0.0004822441797231,0.0003770376074958,623.8204982381204,390.9025765665331,0.0956567294138082
Fajri,5,IMG_20210705_105505.png,25.747419496253787,23.933508458074435,54.24293599553643,0.7371273712737128,0.0207697544246912,0.9990570545196532,0.0035443266388028,0.0379597395658493,0.0002835461345966,0.0001772163377609,0.0,0.0,0.0955113694071769,0.2007555961608886,0.7698813676834106,0.5778114199638367,0.147810086607933,0.0457382723689079,0.0071456427685916,0.0007392044062726,0.0117424931377172,0.0061946627683937,0.044681180268526,0.4841290712356567,0.8715815544128418,0.0605285726487636,0.0113195646554231,0.0003980506153311,135.10331103311034,0.5897091367881563,0.3978577737713993,0.9823532162648612,50.0,8.82842712474619,0.6414036496598442,0.0008597860852219,0.000686624553694,429.9494737737023,329.8587825141486,0.0697110214155531
Sindhri,7,IMG_20210702_183403 - Copy.png,19.906867845993755,23.74440807441033,42.41832016838521,1.4545454545454546,0.0705427601933479,0.9969528913497924,0.0021388900931924,0.0326654538512229,0.0052930759266018,0.0030052757356315,0.0,0.0,0.1475533992052078,0.2994579672813415,0.7922050952911377,0.4573091864585876,0.2172931730747223,0.0679267793893814,0.00137787417043,4.8346460971515626e-05,0.0092634353786706,0.0108310934156179,0.3629230856895447,0.8389211297035217,0.4036822021007538,0.0353435687720775,0.0093041537329554,0.0,58.10859326401849,0.6954585011741863,0.5127518074944334,0.9906362735401252,44.0,0.0,0.8310539082183972,0.000543075783757,0.0004359197907585,592.767482603257,329.69245749163736,0.0718119368630908
Chaunsa (Summer Bahisht),2,IMG_20210704_190945.png,36.142446617702895,34.35945371150723,37.80855033188013,1.1219512195121952,0.0036905952729284,0.885480523109436,0.4442357420921325,0.13625468313694,1.749097282299772e-05,0.0,0.0,0.0,0.0068039037287235,0.523489236831665,0.8501280546188354,0.0564364083111286,0.0031363081652671,5.141488873050548e-05,0.0,0.0,0.0072991377674043,0.0044162850826978,0.2358623445034027,0.7617887258529663,0.5958713889122009,0.0923126265406608,0.0197301637381315,0.0006747102597728,68.5166505902347,0.6647173621304189,0.4472719090130397,0.9893290760149588,29.0,3.0,0.4587509653997046,0.0003607279240729,0.0002915598451716,482.9358681882224,429.1198533338381,0.0551384003073792
Sindhri,7,IMG_20210702_184034 - Copy.png,17.314264112903224,18.748075095021623,57.7407474078341,1.4761904761904765,0.1247268468141555,0.992158055305481,0.0075468979775905,0.0028983450029045,0.0003640433133114,0.0002380283258389,0.0,0.0,0.2373303771018982,0.0453530065715312,0.21047343313694,0.6053161025047302,0.5942400097846985,0.4180971980094909,0.054627925157547,0.0002419543889118,0.006667114328593,0.0052797379903495,0.082895740866661,0.5588043928146362,0.8224059343338013,0.0659003779292106,0.0099621331319212,0.0003468441136647,63.84342231842236,0.6933711841739582,0.5143962571875077,0.9916107359733024,63.0,24.0,0.9575287607525558,0.0008417283488763,0.0006700987066031,735.7150071604676,212.1344279942805,0.0609980347854295
Chaunsa (Black),1,IMG_20210705_093758.png,30.53667881506401,27.895635202223172,56.708213086187655,1.3360433604336044,0.0106600429862737,0.997522234916687,0.0475814379751682,0.0507119297981262,0.0002557591942604,0.0001739162544254,0.0,0.0,0.0952453315258026,0.2533854246139526,0.5939695835113525,0.7084829211235046,0.2623260617256164,0.0560341775417327,0.0046345428563654,0.0001277236151508,0.0058181737549602,0.1001685559749603,0.7103270292282104,0.6928725242614746,0.0601011328399181,0.0388528034090995,0.013135876506567,0.0011846281122416,72.94346949567056,0.6127357367423467,0.403048044253173,0.9832823999070192,48.0,7.0,0.6318599130243614,0.0004457569510224,0.000345333678667,569.8434903095967,441.6757790212168,0.1572278222539137
Anwar Ratool,0,IMG_20210630_103224.png,25.67354157752104,29.633500702735248,55.59095706746541,0.7723577235772358,0.1721743196249008,0.9836377501487732,3.771617048187181e-05,0.0202724412083625,0.0463720299303531,0.0158596504479646,0.0,0.0,0.2008608728647232,0.2181320488452911,0.6653043031692505,0.6652436852455139,0.1516531407833099,0.0504500456154346,0.0367239974439144,0.0013635146897286,0.0088509954512119,0.0051045422442257,0.0100451773032546,0.500666618347168,0.8531376123428345,0.1451516449451446,0.0146579975262284,0.0,131.17903355089885,0.5774025721032673,0.3707990015585755,0.9841447960028888,30.0,3.0,0.7655214771223185,0.0004913441538234,0.0003995312167057,481.2707964323064,309.65460767921564,0.0709112664751833
Fajri,5,IMG_20210705_105536.png,19.934620596205963,23.647852688061555,49.30483819544078,0.7371273712737128,0.029031652957201,0.9986344575881958,0.0040567256510257,0.0432415232062339,0.0002946225577034,0.0001813061826396,0.0,0.0,0.1038406491279602,0.0897025316953659,0.4857309460639953,0.775582492351532,0.3711759448051452,0.0765713974833488,0.008539262227714,0.0002416772185824,0.0165770296007394,0.0141466995701193,0.3786237239837646,0.7904740571975708,0.4794280230998993,0.0381235405802726,0.0039175474084913,0.0,114.28086280862809,0.6548305235604547,0.5221656682628961,0.9807991103093736,40.0,0.0,0.8083127436529591,0.0008709284096847,0.000646318408764,437.9242732065701,257.829383384628,0.0944623223520892
Dosehri,4,IMG_20210629_184833.png,19.274475372875475,28.268278031233866,69.21000260145682,1.7777777777777777,0.2789068520069122,0.9590790271759032,0.0008727696840651,0.0025993359740823,0.0223125480115413,0.0432779937982559,0.0,0.0,0.3116060495376587,0.0395903959870338,0.1176602318882942,0.218016505241394,0.6207545399665833,0.5415064096450806,0.3945910036563873,0.0754439458250999,0.0107604954391717,0.0056163324043154,0.3122531771659851,0.4631983041763305,0.825675368309021,0.0756465271115303,0.0183152072131633,0.0004970205482095,66.79798703884727,0.6802272342932167,0.4998564337725101,0.9908846102361436,37.0,3.0,0.8827949958995452,0.0005503659189623,0.0004146819837489,608.9743315305021,286.0708340951333,0.0859842449555077
Sindhri,7,IMG_20210702_183234 - Copy.png,20.73539281997919,23.918293076769803,51.48936004162331,1.6,0.1068463325500488,0.9927324056625366,0.00704608252272,0.0547948442399501,0.0029454936739057,0.0023390683345496,0.0,0.0,0.2134308069944381,0.1711935400962829,0.4300242960453033,0.7789663076400757,0.344044953584671,0.1227329149842262,0.000561123015359,0.0,0.0082564065232872,0.0048146699555218,0.0573434717953205,0.4612679481506347,0.8799373507499695,0.0971773415803909,0.0109082367271184,0.0,60.02568914956012,0.7027072322437825,0.4723466121272644,0.9926600208924012,48.0,9.0,0.8009578728639528,0.0006082802144187,0.0004675856022599,558.6738217469654,334.4895859617487,0.0490700249789499
Chaunsa (Black),1,IMG_20210705_093327.png,26.62962660824165,25.053956588954048,81.8315833022562,1.4335260115606936,0.0063839368522167,0.9985222220420836,0.0197001881897449,0.0502437576651573,0.0,0.0,0.0,0.0,0.0706594064831733,0.1835522651672363,0.1715800762176513,0.3685770630836487,0.6400534510612488,0.591545820236206,0.1908721625804901,0.0001067040284397,0.0079843718558549,0.028323870152235,0.6157602667808533,0.6808913946151733,0.3925592005252838,0.043914046138525,0.0181369129568338,1.7207697965204716e-05,62.491352834705424,0.6362813268478551,0.3924712290506726,0.9882023108364496,69.0,14.0,0.6075792755170182,0.0006734663998828,0.0005325800027786,563.731006669934,447.7484486516078,0.0704010703080087
Chaunsa (White),3,IMG_20210705_101528.png,24.05819622885664,24.395065043274784,64.15343955079028,1.4212034383954155,0.0493138581514358,0.9965441226959229,0.0039662909694015,0.0667244717478752,3.242199818487279e-05,1.080733272829093e-05,0.0,0.0,0.0383478179574012,0.1346628963947296,0.2074919193983078,0.9185495376586914,0.3031546175479889,0.0413074418902397,0.0004455347952898,3.1823914468986914e-05,0.006420599296689,0.0040845330804586,0.0647362619638443,0.3794173002243042,0.9180740118026732,0.0936719551682472,0.0124972378835082,0.0018201252678409,66.9197070996498,0.6247946570813783,0.4009683869720749,0.9918413019921172,65.0,22.0,0.562869211099667,0.0006376737661012,0.000508607198748,523.7445659286275,432.8989636591393,0.0581442483067487
Anwar Ratool,0,IMG_20210630_103816.png,24.024905458180054,25.78609979287145,66.68168001071646,0.7127371273712737,0.3014515042304992,0.9527003169059752,0.0001694857055554,0.0270753409713506,0.0253381133079528,0.0106775993481278,0.0,0.0,0.1787488758563995,0.1395185589790344,0.4007897675037384,0.799598217010498,0.3596111536026001,0.1323197335004806,0.0420041680335998,0.0008585757459513,0.0084842350333929,0.0033798983786255,0.0048514190129935,0.2637240588665008,0.9461416602134703,0.1868141144514084,0.0160947535187006,0.0002759100752882,152.79858913092949,0.5470808495025924,0.3541298264789628,0.982746863374252,32.0,3.0,0.8234644264834072,0.0005314290459187,0.0004403164774681,495.47096096708526,281.11432054122224,0.0744744158115692
Chaunsa (Black),1,IMG_20210705_092913.png,19.629393529740817,26.501857382258628,43.0454444807011,1.4335260115606936,0.0070259450003504,0.996614634990692,0.052505362778902,0.0628715083003044,0.0003784466825891,0.0003126298543065,0.0,0.0,0.147072285413742,0.2887912392616272,0.262441337108612,0.6587799787521362,0.5870710611343384,0.2169220149517059,0.0198746342211961,0.000448782055173,0.0095740817487239,0.1090009212493896,0.7422785758972168,0.6574761271476746,0.0462906844913959,0.049043234437704,0.0150552438572049,7.180561078712344e-05,56.09714485899456,0.7594469534898124,0.6014785198402479,0.9861589621755292,32.0,0.0,0.7516653977099619,0.0004979072336585,0.0004071868478648,496.33927459826407,327.3579073296825,0.1144460867013926
Dosehri,4,IMG_20210629_185043.png,19.243004032258064,21.69760377378519,76.23376344086022,1.653333333333333,0.0808358937501907,0.9966630339622498,0.0012377195525914,0.0024612124543637,0.0017071993788704,0.0108549427241086,0.0,0.0,0.1654280126094818,0.0640074908733367,0.1599502563476562,0.1769860535860061,0.3203935325145721,0.8230865001678467,0.3609562516212463,0.0348658710718154,0.0091014970093965,0.0434357896447181,0.5123374462127686,0.7459735870361328,0.4214621484279632,0.0304702278226614,0.0219506695866584,0.0048649944365024,82.837898989899,0.6318103188096438,0.4808103969141322,0.9857468697488102,30.0,10.0,0.7097629981471536,0.0004198094065294,0.000324009072254,501.6177969197153,353.35991603159454,0.1328376141217294
Sindhri,7,IMG_20210702_183814 - Copy.png,21.864814959807912,21.273776345739886,60.24583724814699,1.605177993527508,0.061504166573286,0.998007595539093,0.0063523706048727,0.0120070818811655,0.002778397174552,0.002411208115518,0.0,0.0,0.1475803554058075,0.1008559837937355,0.6278043985366821,0.6746933460235596,0.28897625207901,0.1774209290742874,0.0608804263174533,0.0025866539217531,0.0090993428602814,0.0057805445976555,0.1381130665540695,0.6498097777366638,0.7453984618186951,0.0526813641190528,0.0127099035307765,0.0,70.67068091922461,0.6186328537641766,0.4202453786839976,0.9903473462237248,51.0,7.0,0.8727499348332408,0.0005869625264708,0.0004595215569671,655.340275945692,319.91585314947685,0.1215599988206419
Chaunsa (Summer Bahisht),2,IMG_20210704_190207.png,27.8329614443639,26.49382354379581,70.38415752990214,1.3932584269662922,0.0112106129527091,0.9967766404151917,0.0185602642595767,0.0772404819726944,0.0001169988026958,0.0001489075657445,0.0,0.0,0.0730159506201744,0.1723520457744598,0.2112301737070083,0.4860147833824157,0.7947078943252563,0.2285857945680618,0.0179672744125127,0.000191141225514,0.0075229313224554,0.0052538691088557,0.1254532486200332,0.5462653040885925,0.8261518478393555,0.0549752674996852,0.0149088045582175,0.0002132004738086,63.87558733401431,0.6351682880916739,0.4100459883443308,0.9905341194795632,59.0,11.0,0.6279788894795858,0.0005687953108128,0.0004396619819067,577.5341233214654,449.45459654971,0.0587937472149146
Fajri,5,IMG_20210705_105152.png,20.72034138274737,24.43386241532755,52.21109890358826,1.3932584269662922,0.0237771961838006,0.9980509877204896,0.0066047767177224,0.05731688067317,0.0002516105305403,0.0001132247416535,0.0,0.0,0.179256871342659,0.1774792373180389,0.4780268967151642,0.6272702217102051,0.5347821116447449,0.1528243422508239,0.0709247142076492,0.0036067778710275,0.0103744054213166,0.0070397746749222,0.0677456483244896,0.7030219435691833,0.6764423847198486,0.2081511318683624,0.0105889132246375,0.0001950076111825,65.65548745885823,0.6934102041926478,0.5087031853720374,0.9915451958896206,72.0,22.0,0.9018440460451566,0.0008344536646423,0.0006450919255993,683.9532693150782,295.51001543158674,0.0764050234820407
Chaunsa (Black),1,IMG_20210705_093253.png,26.64931008763752,24.720087378815688,84.7346401267947,1.4335260115606936,0.007133022416383,0.9987786412239076,0.0204348638653755,0.0444155037403106,0.0001658842375036,0.0001244131708517,0.0,0.0,0.0802591294050216,0.159317135810852,0.1391145139932632,0.2076970785856247,0.4876391887664795,0.8020793795585632,0.1567179709672927,0.0013389649102464,0.007733876351267,0.0962230190634727,0.6371864080429077,0.7269163727760315,0.2328831553459167,0.0436326600611209,0.0113543504849076,1.6997530110529624e-05,68.54764990949963,0.6342896677007975,0.3957744697776585,0.9856597703025864,44.0,1.0,0.7745479355357109,0.0004381553659095,0.0003547671840354,642.4991422707491,406.3904822731191,0.0864186861558013
