Folder,Label,Filename,Hue_Mean,Hue_Std,Saturation_Mean,Aspect_Ratio,H_hist_bin_0,H_hist_bin_1,H_hist_bin_2,H_hist_bin_3,H_hist_bin_4,H_hist_bin_5,H_hist_bin_6,H_hist_bin_7,S_hist_bin_0,S_hist_bin_1,S_hist_bin_2,S_hist_bin_3,S_hist_bin_4,S_hist_bin_5,S_hist_bin_6,S_hist_bin_7,V_hist_bin_0,V_hist_bin_1,V_hist_bin_2,V_hist_bin_3,V_hist_bin_4,V_hist_bin_5,V_hist_bin_6,V_hist_bin_7,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,area,perimeter,eccentricity,solidity,extent,major_axis_length,minor_axis_length,edge_density,dark_pixels_ratio,dark_area_ratio
Class_I,0,IMG_20210703_152503.png,15.415687272927446,13.774531457085464,96.1652331278212,1.6928327645051195,0.996411383152008,0.0846425890922546,0.0002082228456856,0.0,0.0,0.0,0.0,0.0,0.0498657673597335,0.0487492121756076,0.0148312207311391,0.0538263767957687,0.2626221477985382,0.8253869414329529,0.4917055368423462,0.0033707320690155,0.007024950813502,0.0045072366483509,0.0055812266655266,0.4226414561271667,0.8975563049316406,0.1251638531684875,0.0003521278558764,0.0,56.69104698865791,0.6254097052046591,0.4262899919188254,0.9922727957885497,53.0,16.0,0.574512466940601,0.0006602469074284,0.0005259397451673,476.9169233691286,390.35451350091085,0.0619796261579179,0.0065956550520551,0.0067160137208882
Class_I,0,IMG_20210703_153251.png,20.8297193877551,16.766155787199992,74.93465410357692,1.6870748299319729,0.4067301154136657,0.9135482907295228,0.0002626983914524,0.0,0.0,0.0,0.0,0.0,0.0818345919251442,0.0831665694713592,0.136080801486969,0.4037903249263763,0.8957101702690125,0.0502502731978893,0.0001459702907595,0.0,0.005896508693695,0.025806063786149,0.0899323672056198,0.9875167608261108,0.1128538027405738,0.0573248118162155,0.0001272627850994,0.0,58.74364048649761,0.5977385887328778,0.3777501161377675,0.9899099777408472,31.0,4.0,0.5708238777843023,0.0004037352018024,0.0003433761630482,482.32044573531977,396.0200689533548,0.0776254485928351,0.015583037697689,0.0162240420852535
Class_I,0,IMG_20210703_153146.png,14.844486297906766,12.139002374142493,99.50285038932148,1.554858934169279,0.9999597072601318,0.0085352435708045,0.0027656673919409,7.250813359860331e-05,0.0,0.0,0.0,0.0,0.0639907196164131,0.0399706326425075,0.0318822376430034,0.1530385017395019,0.3221972584724426,0.852317214012146,0.3736311495304107,0.0037896686699241,0.0064275907352566,0.0031372762750834,0.0033362256363034,0.0636025369167327,0.6683775782585144,0.7410093545913696,0.0082946522161364,0.0,59.87242962540768,0.6156562899201737,0.3814003557030168,0.9931261720882036,39.0,2.0,0.8599463830531114,0.0004122403678452,0.0003324864874081,673.6731246002155,343.83224195273084,0.0522827301496226,0.0056229835612229,0.0056946791621856
Extra_Class,2,IMG_20210703_150750.png,15.057869203629032,14.222135690352117,82.73587134576613,1.9375,0.9631953239440918,0.2688024342060089,0.0,0.0,0.0,0.0,0.0,0.0,0.0440134964883327,0.0428277887403965,0.0466457679867744,0.1422138661146164,0.4355344176292419,0.8844436407089233,0.0435154996812343,0.0018971334211528,0.0114428894594311,0.0068900799378752,0.0420221835374832,0.7702768445014954,0.5683950781822205,0.2857557237148285,7.303971506189555e-05,0.0,70.86251578282827,0.642663221462518,0.4519485589585391,0.9900987565558602,84.0,27.0,0.8942546379026398,0.0012116491410273,0.0009325872635225,561.7918518438521,251.4347383984774,0.0711785901579181,0.0093348554253428,0.0095227085530974
Class_II,1,IMG_20210703_161448.png,18.445819261674625,16.331717045308302,74.21876091766624,1.7906137184115525,0.6290024518966675,0.7773957848548889,0.0034236754290759,0.0,0.0,0.0,0.0,0.0,0.070239320397377,0.0386569648981094,0.106382668018341,0.5700026750564575,0.8065865635871887,0.0821992605924606,0.0036285244859755,0.0001216265227412,0.0086689451709389,0.0077375704422593,0.0182155314832925,0.8817785382270813,0.4608869552612304,0.0975972712039947,0.0075942822732031,0.0,56.120242132516495,0.6001539610982355,0.395466709589055,0.9916210912462412,39.0,0.0,0.8987465998284067,0.0004873477038425,0.0003930064997228,683.1137612935031,299.5238068892715,0.1026566861688912,0.0074786453865577,0.0077806908383573
Class_II,1,IMG_20210703_160048.png,14.946247722644946,14.08974054009256,88.05662576358375,1.6478405315614617,0.9811344146728516,0.1933269798755645,7.21369287930429e-05,0.0,0.0,0.0,0.0,0.0,0.0557085312902927,0.0511977188289165,0.0421535409986972,0.1188373491168022,0.3437689840793609,0.8502655625343323,0.3704504370689392,0.0037439740262925,0.0089146457612514,0.003814639057964,0.0194463655352592,0.4966286718845367,0.7821253538131714,0.3757212162017822,0.0011195136466994,0.0,48.42549078828147,0.6915520827405018,0.4528812836450246,0.9937986173852535,37.0,0.0,0.8848972485330793,0.0004719508150718,0.0003813685979035,663.8729249442822,309.2229007455623,0.0547203875248043,0.0067313597838103,0.0068419113131064
Class_I,0,IMG_20210703_152059.png,16.340557795698924,14.08070028080084,105.55035966746316,1.530864197530864,0.999336004257202,0.0364367254078388,6.657135963905603e-05,0.0,0.0,0.0,0.0,0.0,0.0553325712680816,0.0423111729323864,0.0162014290690422,0.0493909306824207,0.1226655766367912,0.3069066405296325,0.9392979741096495,0.0304446294903755,0.0071184891276061,0.0044490555301308,0.2617336511611938,0.9606229066848756,0.0918084159493446,0.0141365155577659,0.0,0.0,48.43235440828033,0.6631063685163752,0.4177854071362134,0.9904007272860508,40.0,1.0,0.8701126843001717,0.000435023763173,0.0003507295173961,674.179207519563,332.27113348633526,0.0637748758330833,0.006940948382052,0.0070480617830096
Class_II,1,IMG_20210703_155626.png,18.960434305004824,18.470490198728584,73.27098515700354,1.6478405315614617,0.2013996243476867,0.9794930815696716,0.0056056454777717,0.0,0.0,0.0,0.0,0.0,0.0978850945830345,0.0464359931647777,0.104922279715538,0.2603757679462433,0.6974342465400696,0.6503392457962036,0.0100968275219202,0.0006119289901107,0.0093794902786612,0.0275569427758455,0.2929590046405792,0.9371986985206604,0.1830501407384872,0.0384559109807014,0.0003189026901964,3.751796248252504e-05,52.84189402328936,0.64692114383521,0.4661613596735526,0.9905358506928842,33.0,0.0,0.8503177826989888,0.0004278657279551,0.0003269916765755,563.88538886494,296.7557254762984,0.1122899758763223,0.0139342093659052,0.0148791150643165
Class_I,0,IMG_20210703_154528.png,17.34683899769585,12.534799518358389,109.01067828341014,1.7714285714285714,0.9999356865882874,0.0113404933363199,1.0956998266919982e-05,0.0,0.0,0.0,0.0,0.0,0.0650437474250793,0.0504022240638732,0.0357401333749294,0.1474640369415283,0.2840703129768371,0.7805250287055969,0.5293981432914734,0.0053260610438883,0.0072013358585536,0.0041269836947321,0.0139181278645992,0.3550041317939758,0.8970258235931396,0.2627735733985901,0.0020217208657413,5.012530891690403e-05,63.82142857142858,0.5867338162124828,0.3338476516882366,0.9913240120109006,34.0,2.0,0.7975375524415557,0.0003794219395156,0.0003203074951953,620.454807489083,374.30133951582246,0.0720403788787376,0.0061649475600242,0.0063057987345063
Class_I,0,IMG_20210703_152855.png,15.147825715262735,12.558441015115692,118.98045850906188,1.7526501766784452,0.9991118907928468,0.0418930351734161,0.0045167049393057,0.0,0.0,0.0,0.0,0.0,0.0457704477012157,0.0306610688567161,0.0125262765213847,0.0232479199767112,0.0873831585049629,0.3020106554031372,0.9414876699447632,0.1049871817231178,0.0075445068068802,0.0049793743528425,0.0094683561474084,0.2643406391143799,0.6855316162109375,0.6782323122024536,0.0002451964537613,0.0,50.75411357390156,0.6152871980791411,0.3750392279493314,0.9932157456730992,44.0,0.0,0.8799936417051211,0.0005310866757595,0.0004437989187444,677.0018709723065,321.5660474900041,0.0646467566332124,0.0066286471845392,0.0066857906947507
Class_I,0,IMG_20210703_151609.png,13.76468267882188,11.923967862359008,110.2636234805984,1.7971014492753623,0.9999634623527528,0.0078345434740185,0.0034095931332558,5.014107591705397e-05,0.0,0.0,0.0,0.0,0.0497612953186035,0.0230570752173662,0.0146241635084152,0.0305470675230026,0.0861260071396827,0.2424551099538803,0.9638604521751404,0.0248183794319629,0.007643015589565,0.0048809358850121,0.0061863022856414,0.1028591021895408,0.6646775007247925,0.7399347424507141,1.8918355635832995e-05,0.0,49.72119748206705,0.6484973168202661,0.4091378616049062,0.9938305205986484,30.0,1.0,0.85179070422553,0.0003952933735654,0.0003222480020623,589.3202473899863,308.73440835950584,0.057646138499003,0.0066317107334548,0.0066688978964461
Extra_Class,2,IMG_20210703_150740.png,14.702354009945171,14.127469963368055,81.07787995664924,1.9604743083003957,0.9769812226295472,0.2133255302906036,0.0,0.0,0.0,1.7762326024239883e-05,0.0,0.0,0.0586302392184734,0.0398284085094928,0.0564868859946727,0.1811270117759704,0.5290287137031555,0.8123584985733032,0.1384769827127456,0.002224747557193,0.0102634644135832,0.0058830282650887,0.1579249203205108,0.8012124300003052,0.5467650890350342,0.1844622194766998,0.0001782735780579,0.0,57.86104523495828,0.6303531446768988,0.4633248046869017,0.9911878557445786,38.0,12.0,0.8191532742566143,0.0006122712039185,0.0004496349674014,479.1379261594767,274.8213825631727,0.071715438609677,0.0081773957680484,0.0082370847882532
Extra_Class,2,IMG_20210703_145309.png,15.917756083757782,14.160056007527547,100.3766482739106,1.7403508771929823,0.9990751147270204,0.042999118566513,0.0001036747926264,0.0,0.0,0.0,0.0,0.0,0.0646969899535179,0.0467139184474945,0.0267116948962211,0.0826800614595413,0.160101905465126,0.3861207067966461,0.900436520576477,0.0239774268120527,0.0094690984115004,0.0062749315984547,0.131263256072998,0.8830265402793884,0.4485631287097931,0.0411839634180069,0.000170103565324,0.0,50.85502037923091,0.62274179897056,0.4292458782639273,0.9915664257575284,26.0,0.0,0.7884415710122378,0.000374612780059,0.0003194103194103,556.5655257730245,342.34882918806744,0.0678151927130047,0.0070008331364478,0.0071003121152961
Extra_Class,2,IMG_20210703_151016.png,16.478201368523948,14.709786256806607,77.42603250244379,1.503030303030303,0.9810970425605774,0.1935164034366607,0.0,0.0,0.0,0.0,0.0,0.0,0.0815143957734108,0.0415730848908424,0.0681449994444847,0.2277248203754425,0.8663407564163208,0.4296008944511413,0.004635713994503,3.708571239258163e-05,0.0072407172992825,0.0072919488884508,0.0931900814175605,0.6866044402122498,0.7175653576850891,0.0698626786470413,0.0018955651903524,0.0,75.57893480257118,0.5978489977584901,0.4309854324641884,0.9894312022128484,35.0,5.0,0.8316754562995395,0.0004611634495026,0.0003204541292803,607.3219694370833,337.2228369573938,0.0658094540454858,0.0064700490645387,0.0066210168760446
Class_II,1,IMG_20210703_161441.png,19.49466610073571,16.298173984470463,82.23478353140916,1.7403508771929823,0.6253126859664917,0.7803733348846436,0.0011724216165021,0.0,0.0,0.0,0.0,0.0,0.0507298409938812,0.0522055476903915,0.0892707183957099,0.3824382126331329,0.8870535492897034,0.231379434466362,0.008509274572134,0.000210815356695,0.0073605412617325,0.0066838995553553,0.0174771603196859,0.8948009014129639,0.4332652390003204,0.105869673192501,0.0,0.0,53.45329080276449,0.5990596098386233,0.3699241237872948,0.9915498272461124,37.0,1.0,0.8475579644172592,0.0004341500046935,0.0003519786910197,623.2179998913831,330.7435581181558,0.0799540457670779,0.0067569850332781,0.0069259096591101
Extra_Class,2,IMG_20210703_145333.png,18.40643746462932,15.145599841282548,102.14048528579514,1.7403508771929823,0.922692596912384,0.3855360746383667,0.0006110648391768,0.0,0.0,0.0,0.0,0.0,0.080906830728054,0.0318469740450382,0.0254524201154708,0.0744703412055969,0.2182744294404983,0.7482466697692871,0.6154076457023621,0.0016562942182645,0.0087346881628036,0.0061404113657772,0.2136639207601547,0.8724610209465027,0.4348493814468384,0.0628598928451538,0.0003359495603945,0.0,54.93034201665781,0.5826851832851369,0.3918537190344299,0.9908950557262396,34.0,0.0,0.8150734469661906,0.0004376874654033,0.0003703623014749,598.6477165457477,346.8311287785268,0.0645839052719236,0.0064078621784397,0.006442877818759
Class_I,0,IMG_20210703_152718.png,17.40380279074703,13.056566953082555,118.3257043187606,1.631578947368421,0.9999196529388428,0.0126693956553936,0.0003622784861363,0.0,0.0,0.0,0.0,0.0,0.0429692007601261,0.0355174429714679,0.039157036691904,0.0612769983708858,0.0979553461074829,0.2910265326499939,0.9470481276512146,0.0203001629561185,0.007505556102842,0.0035300855524837,0.0200423095375299,0.6107378005981445,0.7635707259178162,0.2085389792919159,0.0003794017247855,0.0,56.77421584263687,0.6188380545488206,0.3492188457320829,0.9916086860073487,42.0,3.0,0.7962094883404348,0.0004411440335269,0.0003532439570051,617.090336045096,373.3526327234941,0.0564719120181223,0.0057836545339355,0.0058347468884756
Class_I,0,IMG_20210703_153543.png,15.256386495692244,15.40671670868342,71.6043378080545,1.5403726708074534,0.8254573941230774,0.564440131187439,0.0052297012880444,0.0001336664863629,0.0,0.0,0.0,0.0,0.0761998891830444,0.0307512897998094,0.0678131729364395,0.2472025454044342,0.8637905716896057,0.4258930385112762,0.004583915695548,0.0003083351184614,0.0077092349529266,0.0043415161781013,0.0089467698708176,0.5038593411445618,0.7828930616378784,0.3641396164894104,0.0211395323276519,0.0011158102424815,61.54781353911789,0.6584263719958356,0.4748849704922739,0.992658213324066,25.0,0.0,0.8766806993879653,0.0003481991141814,0.0002738105668973,579.1345689668169,278.6058359539855,0.0688285083104923,0.006059372268193,0.0061192474882345
Extra_Class,2,IMG_20210703_145632.png,14.9636039132734,13.174043334875424,99.20514278159705,1.6262295081967213,0.9999057054519652,0.0137356128543615,8.217888535000384e-05,0.0,0.0,0.0,0.0,0.0,0.053173579275608,0.0429393351078033,0.0364873111248016,0.0975084900856018,0.1835287362337112,0.4665076434612274,0.8561977744102478,0.01013311650604,0.0081917122006416,0.0037696375511586,0.0280548017472028,0.4395252466201782,0.8730697631835938,0.2090155184268951,0.0032984327990561,0.0,57.10667329027984,0.6334857218054499,0.4271260846456083,0.9922969111312802,34.0,0.0,0.8142375875759257,0.0004029581871622,0.0003197592401015,607.9294339361062,352.9223581715645,0.059930911942506,0.0067285087262157,0.0068327369164668
Extra_Class,2,IMG_20210703_143309.png,14.90531535194723,14.133730466038962,76.93421884882986,1.3893557422969187,0.9917564988136292,0.128135398030281,0.0006361415726132,1.1780399290728384e-05,0.0,0.0,0.0,0.0,0.0911380276083946,0.0420838296413421,0.0741138830780983,0.2186976224184036,0.5302338004112244,0.8095157146453857,0.0117356330156326,0.0,0.0067016244865953,0.0034594035241752,0.00668611144647,0.4979524314403534,0.8614380359649658,0.0993298664689064,1.5513020116486587e-05,0.0,56.73827349121469,0.6692737178951029,0.4608872656299758,0.9925248025972604,32.0,11.0,0.8972162137034578,0.0003696985801263,0.0003009357220106,672.7834576422525,297.0954661349368,0.0506462884641796,0.0056035071857357,0.0056350466258055
Extra_Class,2,IMG_20210703_151010.png,17.058048278848236,14.120697769591944,73.21427798224724,1.6644295302013423,0.9892067909240724,0.1465261727571487,0.0,0.0,0.0,0.0,0.0,0.0,0.0950439497828483,0.0586769841611385,0.1756193339824676,0.5638629794120789,0.7805212140083313,0.1718323826789856,0.0006380170234479,0.0,0.0084426691755652,0.0050233001820743,0.0477125383913517,0.802582323551178,0.5824736952781677,0.1180387362837791,0.0167267080396413,7.050245767459273e-05,85.90978916683615,0.5871427712324525,0.3906115832207293,0.9882224932266636,65.0,30.0,0.769855631135531,0.000754069072727,0.0005902437252551,501.7623386090704,320.2337922634068,0.0690423933785634,0.006666443708683,0.0067556269021102
Class_I,0,IMG_20210703_154023.png,15.699292222980215,14.770131314673591,82.02319462040737,1.498489425981873,0.9644735455513,0.2640267610549927,0.0089792311191558,5.336838876246475e-05,0.0,0.0,0.0,0.0,0.1205111220479011,0.0653424113988876,0.142075166106224,0.2318973839282989,0.2977432310581207,0.8807695508003235,0.2069770693778991,0.0003566038503777,0.0070069921202957,0.0032302874606102,0.0370759889483451,0.8232733607292175,0.5638860464096069,0.0530024282634258,0.0031820742879062,0.0,54.28730812658305,0.6460562688759436,0.4332470794665013,0.9916931941627768,27.0,1.0,0.8773452227999299,0.0003163407575775,0.0002514341056395,676.0365640102023,324.4027227622263,0.0572114387437158,0.0057787265239234,0.0058434137611315
Class_I,0,IMG_20210703_152821.png,17.04704771035416,12.254162757007649,134.9332915068802,1.7342657342657342,0.9984824061393738,0.0550274848937988,0.0022266081068664,0.0,0.0,0.0,0.0,0.0,0.0381757877767086,0.0336028933525085,0.0113060884177684,0.0204361099749803,0.0571769550442695,0.2064740806818008,0.9491279721260072,0.2238826155662536,0.0078855026513338,0.0040803835727274,0.0073025911115109,0.4028245210647583,0.867599606513977,0.2913264334201813,0.0003076479479204,0.0002104959712596,51.67398460125733,0.5854556493691351,0.310487954165183,0.9915091325910514,65.0,21.0,0.934419167596406,0.0006748128692005,0.000552946780999,789.4119535350103,281.169011556796,0.0619791690332954,0.0064807420603231,0.0065626471732497
Class_II,1,IMG_20210703_160331.png,22.78842504743833,19.17948860628796,66.63821297019757,1.7162629757785468,0.3298872709274292,0.9440028667449952,0.0057448744773864,0.0,0.0,0.0,0.0,0.0,0.0819830298423767,0.0835830941796302,0.3359524309635162,0.818530261516571,0.4506166577339172,0.0195207223296165,0.0006600244087167,8.000295929377899e-05,0.0079164272174239,0.0036689913831651,0.2821652889251709,0.9397576451301576,0.1841602325439453,0.0567206256091594,0.0054869600571691,0.0,57.44951242529097,0.5800150277727298,0.3732092676329198,0.9893507895387528,71.0,16.0,0.8945153166760099,0.0007889677856674,0.0006052649526017,683.9416752094605,305.74744033325265,0.0860219782967556,0.0065443418245982,0.0068458729325575
Class_I,0,IMG_20210703_154914.png,16.308698756720432,13.35385273997682,100.8607890905018,1.7222222222222223,0.9998974800109864,0.0142864119261503,0.0009547561639919,0.0,0.0,0.0,0.0,0.0,0.0623469576239585,0.0434594377875328,0.0233423132449388,0.0713774859905242,0.2628933191299438,0.850885808467865,0.4421131014823913,0.0010280293645337,0.0079311868175864,0.0038787554949522,0.0070435111410915,0.4392642378807068,0.7828332185745239,0.4405571520328522,0.0009455672698095,0.0,56.537752525252536,0.6156783710360393,0.3875592895264492,0.992862377681092,33.0,0.0,0.8960664909144029,0.0003945103289977,0.0003105940817709,688.3828627782407,305.5868254339186,0.056689142975126,0.0061707154818434,0.0062510036014956
Extra_Class,2,IMG_20210703_143725.png,15.978623601607472,15.438487873700328,72.39158384924514,1.67003367003367,0.8712903261184692,0.4907678961753845,0.0001058525886037,0.0,0.0,0.0,0.0,0.0,0.1057235077023506,0.038904495537281,0.0965163558721542,0.3491635620594024,0.5300584435462952,0.758332371711731,0.006960314232856,0.0,0.0066376728937029,0.0029321757610887,0.075640469789505,0.9888198971748352,0.1169487088918685,0.0527630560100078,0.0001933302846737,0.0,49.73725130088767,0.6765804809002364,0.4741323297350289,0.9917165478636976,53.0,18.0,0.9358758858957068,0.0007116290935456,0.0005693048036435,700.2205741865329,246.70861284907247,0.0612469928071834,0.0068125008094701,0.0068254523319216
Class_I,0,IMG_20210703_153522.png,15.87875137321482,14.565348578593088,84.35220463397583,1.5356037151702786,0.936642289161682,0.3502849638462066,0.0013052864233031,0.0,0.0,0.0,0.0,0.0,0.0753226429224014,0.0524100102484226,0.0531756803393363,0.1503198742866516,0.4959617853164673,0.8462551236152649,0.063473917543888,0.0011102193966507,0.0067315478809177,0.0044064451940357,0.0123567972332239,0.4701583087444305,0.770284116268158,0.430500328540802,0.0081003587692976,0.0,55.5453357100416,0.655836182222082,0.4312040266876091,0.9932580768019008,38.0,3.0,0.8127573685778332,0.0004353953504359,0.0003518518518518,613.1022935789514,357.1948168227191,0.0623222578048377,0.0056058503491266,0.0056829445582501
